Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","060","Bermuda","5110","Area","6646","Forest land","2021","2021","1000 ha","0.78","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6646","Forest land","2022","2022","1000 ha","0.78","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6646","Forest land","2023","2023","1000 ha","0.78","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6646","Forest land","2024","2024","1000 ha","0.78","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6646","Forest land","2025","2025","1000 ha","0.78","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6600","Country area","2010","2010","1000 ha","3839.4","A","Official figure",""
"RL","Land Use","064","Bhutan","5110","Area","6600","Country area","2011","2011","1000 ha","3839.4","A","Official figure",""
"RL","Land Use","064","Bhutan","5110","Area","6600","Country area","2012","2012","1000 ha","3839.4","A","Official figure",""
"RL","Land Use","064","Bhutan","5110","Area","6600","Country area","2013","2013","1000 ha","3839.4","A","Official figure",""
"RL","Land Use","064","Bhutan","5110","Area","6600","Country area","2014","2014","1000 ha","3839.4","A","Official figure",""
"RL","Land Use","064","Bhutan","5110","Area","6600","Country area","2015","2015","1000 ha","3839.4","A","Official figure",""
"RL","Land Use","064","Bhutan","5110","Area","6600","Country area","2016","2016","1000 ha","3839.4","A","Official figure",""
"RL","Land Use","064","Bhutan","5110","Area","6600","Country area","2017","2017","1000 ha","3839.4","A","Official figure",""
"RL","Land Use","064","Bhutan","5110","Area","6600","Country area","2018","2018","1000 ha","3839","A","Official figure",""
"RL","Land Use","064","Bhutan","5110","Area","6600","Country area","2019","2019","1000 ha","3839","A","Official figure",""
"RL","Land Use","064","Bhutan","5110","Area","6600","Country area","2020","2020","1000 ha","3839","A","Official figure",""
"RL","Land Use","064","Bhutan","5110","Area","6600","Country area","2021","2021","1000 ha","3839","A","Official figure",""
"RL","Land Use","064","Bhutan","5110","Area","6600","Country area","2022","2022","1000 ha","3839","A","Official figure",""
"RL","Land Use","064","Bhutan","5110","Area","6600","Country area","2023","2023","1000 ha","3839","A","Official figure",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2010","2010","1000 ha","2705.29","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2011","2011","1000 ha","2707.268","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2012","2012","1000 ha","2709.246","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2013","2013","1000 ha","2711.224","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2014","2014","1000 ha","2713.202","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2015","2015","1000 ha","2715.18","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2016","2016","1000 ha","2715.576","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2017","2017","1000 ha","2715.972","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2018","2018","1000 ha","2716.368","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2019","2019","1000 ha","2716.764","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2020","2020","1000 ha","2717.16","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2021","2021","1000 ha","2708.676","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2022","2022","1000 ha","2700.192","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2023","2023","1000 ha","2691.708","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2024","2024","1000 ha","2683.224","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6646","Forest land","2025","2025","1000 ha","2674.74","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2010","2010","1000 ha","2685.54","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2011","2011","1000 ha","2687.414","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2012","2012","1000 ha","2689.288","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2013","2013","1000 ha","2691.162","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2014","2014","1000 ha","2693.036","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2015","2015","1000 ha","2694.91","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2016","2016","1000 ha","2695.284","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2017","2017","1000 ha","2695.658","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2018","2018","1000 ha","2696.032","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2019","2019","1000 ha","2696.406","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2020","2020","1000 ha","2696.78","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","2688.296","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2022","2022","1000 ha","2679.812","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2023","2023","1000 ha","2671.328","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2024","2024","1000 ha","2662.844","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6717","Naturally regenerating forest","2025","2025","1000 ha","2654.36","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2010","2010","1000 ha","413.04","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2011","2011","1000 ha","413.032","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2012","2012","1000 ha","413.024","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2013","2013","1000 ha","413.016","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2014","2014","1000 ha","413.008","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2015","2015","1000 ha","413","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2016","2016","1000 ha","413","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2017","2017","1000 ha","413","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2018","2018","1000 ha","413","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2019","2019","1000 ha","413","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2020","2020","1000 ha","413","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2021","2021","1000 ha","413","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2022","2022","1000 ha","413","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2023","2023","1000 ha","413","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2024","2024","1000 ha","413","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6714","Primary Forest","2025","2025","1000 ha","413","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2010","2010","1000 ha","19.75","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2011","2011","1000 ha","19.854","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2012","2012","1000 ha","19.958","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2013","2013","1000 ha","20.062","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2014","2014","1000 ha","20.166","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2015","2015","1000 ha","20.27","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2016","2016","1000 ha","20.292","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2017","2017","1000 ha","20.314","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2018","2018","1000 ha","20.336","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2019","2019","1000 ha","20.358","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2020","2020","1000 ha","20.38","X","Figure from external organization",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2021","2021","1000 ha","20.38","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2022","2022","1000 ha","20.38","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2023","2023","1000 ha","20.38","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2024","2024","1000 ha","20.38","I","Value imputed by a receiving agency",""
"RL","Land Use","064","Bhutan","5110","Area","6716","Planted Forest","2025","2025","1000 ha","20.38","X","Figure from external organization",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6600","Country area","2010","2010","1000 ha","109858","A","Official figure",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6600","Country area","2011","2011","1000 ha","109858","A","Official figure",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6600","Country area","2012","2012","1000 ha","109858","A","Official figure",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6600","Country area","2013","2013","1000 ha","109858","A","Official figure",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6600","Country area","2014","2014","1000 ha","109858","A","Official figure",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6600","Country area","2015","2015","1000 ha","109858","A","Official figure",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6600","Country area","2016","2016","1000 ha","109858","A","Official figure",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6600","Country area","2017","2017","1000 ha","109858","A","Official figure",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6600","Country area","2018","2018","1000 ha","109858","A","Official figure",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6600","Country area","2019","2019","1000 ha","109858","A","Official figure",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6600","Country area","2020","2020","1000 ha","109858","A","Official figure",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6600","Country area","2021","2021","1000 ha","109858","A","Official figure",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6600","Country area","2022","2022","1000 ha","109858","A","Official figure",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6600","Country area","2023","2023","1000 ha","109858","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2010","2010","1000 ha","57499.75","X","Figure from external organization",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2011","2011","1000 ha","57337.236","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2012","2012","1000 ha","57174.722","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2013","2013","1000 ha","57012.208","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2014","2014","1000 ha","56849.694","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2015","2015","1000 ha","56687.18","X","Figure from external organization",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2016","2016","1000 ha","56463.558","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2017","2017","1000 ha","56239.936","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2018","2018","1000 ha","56016.314","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2019","2019","1000 ha","55792.692","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2020","2020","1000 ha","55569.07","X","Figure from external organization",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2021","2021","1000 ha","55329.31","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2022","2022","1000 ha","55089.55","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2023","2023","1000 ha","54849.79","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2024","2024","1000 ha","54610.03","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6646","Forest land","2025","2025","1000 ha","54370.27","X","Figure from external organization",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2010","2010","1000 ha","57449.62","X","Figure from external organization",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2011","2011","1000 ha","57285.742","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2012","2012","1000 ha","57121.864","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2013","2013","1000 ha","56957.986","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2014","2014","1000 ha","56794.108","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2015","2015","1000 ha","56630.23","X","Figure from external organization",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2016","2016","1000 ha","56399.04","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2017","2017","1000 ha","56167.85","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2018","2018","1000 ha","55936.66","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2019","2019","1000 ha","55705.47","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2020","2020","1000 ha","55474.28","X","Figure from external organization",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","55230.228","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2022","2022","1000 ha","54986.176","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2023","2023","1000 ha","54742.124","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2024","2024","1000 ha","54498.072","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6717","Naturally regenerating forest","2025","2025","1000 ha","54254.02","X","Figure from external organization",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2010","2010","1000 ha","50.13","X","Figure from external organization",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2011","2011","1000 ha","51.494","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2012","2012","1000 ha","52.858","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2013","2013","1000 ha","54.222","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2014","2014","1000 ha","55.586","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2015","2015","1000 ha","56.95","X","Figure from external organization",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2016","2016","1000 ha","64.518","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2017","2017","1000 ha","72.086","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2018","2018","1000 ha","79.654","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2019","2019","1000 ha","87.222","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2020","2020","1000 ha","94.79","X","Figure from external organization",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2021","2021","1000 ha","99.082","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2022","2022","1000 ha","103.374","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2023","2023","1000 ha","107.666","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2024","2024","1000 ha","111.958","I","Value imputed by a receiving agency",""
"RL","Land Use","068","Bolivia (Plurinational State of)","5110","Area","6716","Planted Forest","2025","2025","1000 ha","116.25","X","Figure from external organization",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6600","Country area","2011","2011","1000 ha","32.2","A","Official figure",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6600","Country area","2012","2012","1000 ha","32.2","A","Official figure",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6600","Country area","2013","2013","1000 ha","32.2","A","Official figure",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6600","Country area","2014","2014","1000 ha","32.2","A","Official figure",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6600","Country area","2015","2015","1000 ha","32.2","A","Official figure",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6600","Country area","2016","2016","1000 ha","32.2","A","Official figure",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6600","Country area","2017","2017","1000 ha","32.2","A","Official figure",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6600","Country area","2018","2018","1000 ha","32.2","A","Official figure",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6600","Country area","2019","2019","1000 ha","32.2","A","Official figure",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6600","Country area","2020","2020","1000 ha","32.2","A","Official figure",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6600","Country area","2021","2021","1000 ha","32.2","A","Official figure",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6600","Country area","2022","2022","1000 ha","32.2","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6600","Country area","2023","2023","1000 ha","32.2","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6646","Forest land","2011","2011","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6646","Forest land","2012","2012","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6646","Forest land","2013","2013","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6646","Forest land","2014","2014","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6646","Forest land","2015","2015","1000 ha","4.21","X","Figure from external organization",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6646","Forest land","2016","2016","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6646","Forest land","2017","2017","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6646","Forest land","2018","2018","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6646","Forest land","2019","2019","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6646","Forest land","2020","2020","1000 ha","4.21","X","Figure from external organization",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6646","Forest land","2021","2021","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6646","Forest land","2022","2022","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6646","Forest land","2023","2023","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6646","Forest land","2024","2024","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6646","Forest land","2025","2025","1000 ha","4.21","X","Figure from external organization",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6717","Naturally regenerating forest","2011","2011","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6717","Naturally regenerating forest","2012","2012","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6717","Naturally regenerating forest","2013","2013","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6717","Naturally regenerating forest","2014","2014","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6717","Naturally regenerating forest","2015","2015","1000 ha","4.21","X","Figure from external organization",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6717","Naturally regenerating forest","2016","2016","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6717","Naturally regenerating forest","2017","2017","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6717","Naturally regenerating forest","2018","2018","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6717","Naturally regenerating forest","2019","2019","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6717","Naturally regenerating forest","2020","2020","1000 ha","4.21","X","Figure from external organization",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6717","Naturally regenerating forest","2022","2022","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6717","Naturally regenerating forest","2023","2023","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6717","Naturally regenerating forest","2024","2024","1000 ha","4.21","I","Value imputed by a receiving agency",""
"RL","Land Use","535","Bonaire, Sint Eustatius and Saba","5110","Area","6717","Naturally regenerating forest","2025","2025","1000 ha","4.21","X","Figure from external organization",""
"RL","Land Use","070","Bosnia and Herzegovina","5110","Area","6600","Country area","2010","2010","1000 ha","5121","A","Official figure",""
"RL","Land Use","070","Bosnia and Herzegovina","5110","Area","6600","Country area","2011","2011","1000 ha","5121","A","Official figure",""
"RL","Land Use","070","Bosnia and Herzegovina","5110","Area","6600","Country area","2012","2012","1000 ha","5121","A","Official figure",""
"RL","Land Use","070","Bosnia and Herzegovina","5110","Area","6600","Country area","2013","2013","1000 ha","5121","A","Official figure",""
"RL","Land Use","070","Bosnia and Herzegovina","5110","Area","6600","Country area","2014","2014","1000 ha","5121","A","Official figure",""
"RL","Land Use","070","Bosnia and Herzegovina","5110","Area","6600","Country area","2015","2015","1000 ha","5121","A","Official figure",""
"RL","Land Use","070","Bosnia and Herzegovina","5110","Area","6600","Country area","2016","2016","1000 ha","5121","A","Official figure",""
"RL","Land Use","070","Bosnia and Herzegovina","5110","Area","6600","Country area","2017","2017","1000 ha","5121","A","Official figure",""
"RL","Land Use","070","Bosnia and Herzegovina","5110","Area","6600","Country area","2018","2018","1000 ha","5121","A","Official figure",""
"RL","Land Use","070","Bosnia and Herzegovina","5110","Area","6600","Country area","2019","2019","1000 ha","5121","A","Official figure",""
"RL","Land Use","070","Bosnia and Herzegovina","5110","Area","6600","Country area","2020","2020","1000 ha","5121","A","Official figure",""
"RL","Land Use","070","Bosnia and Herzegovina","5110","Area","6600","Country area","2021","2021","1000 ha","5121","A","Official figure",""
"RL","Land Use","070","Bosnia and Herzegovina","5110","Area","6600","Country area","2022","2022","1000 ha","5121","A","Official figure",""
"RL","Land Use","070","Bosnia and Herzegovina","5110","Area","6600","Country area","2023","2023","1000 ha","5121","A","Official figure",""
